"GEOID","city","zip","housing.cost","household.co2","housing.units.per.acre","pct.owner.occupied","hi.wage.workers.home","jobs.per.household","jobs.within.45.drive","weighted.jobs.within.45.drive"
"360930214002","Schenectady city, NY","12303",789,4.28,8.09,0.23,84,0.077206,57054.4105,15853.1200624274
"360930214003","Schenectady city, NY","12303",1005,6.98,6.71,0.51,56,0,54986.1423,0
"360930214004","Schenectady city, NY","12303",863,7.88,6.66,0.35,62,0.256637,60037.5014,30414.6094917844
"360930215001","Schenectady city, NY","12303",872,7.9,7.59,0.29,37,0,55796.2876,0
"360930215002","Schenectady city, NY","12303",1091,7.8,9.71,0.36,168,3.005017,59618.5347,103348.639623406
"360930215003","Schenectady city, NY","12303",1558,7.8,7.62,0.64,51,0.039063,56674.1609,11201.2862452224
"360930216001","Schenectady city, NY","12303",1046,8.91,7.52,0.85,77,0,62262.9123,0
"360930216002","Schenectady city, NY","12303",1352,9.79,6.66,0.93,133,0.106017,62853.6354,20465.3019779529
"360930216003","Schenectady city, NY","12304",1042,7.78,4.83,0.55,170,1.620061,61112.358,77784.797386488
"360930216003","Schenectady city, NY","12303",1042,7.78,4.83,0.55,170,1.620061,61112.358,77784.797386488
"360930216004","Schenectady city, NY","12303",1027,6.75,7.95,0.43,127,0.458167,60433.6014,40906.3169006143
"360930217001","Schenectady city, NY","12304",907,8.32,7.1,0.27,63,0.747899,64780.3981,56022.835853267
"360930217002","Schenectady city, NY","12304",979,7.45,7.74,0.54,51,0.033457,64796.9002,11852.1660798508
"360930217003","Schenectady city, NY","12304",766,7.14,6.62,0.3,190,0.568216,63836.8377,48120.274313844
"360930217004","Schenectady city, NY","12304",339,4.56,8.01,0.15,48,0.308682,52856.3755,29366.5569979359
"360930218001","Schenectady city, NY","12304",1249,9.16,3.05,0.81,138,0.93253,65744.9859,63488.3503411801
"360930218002","Schenectady city, NY","12304",1375,10.62,2.82,0.86,86,0.152174,63529.1535,24782.3962569153
"360930218003","Schenectady city, NY","12304",1347,8.85,3.79,1,91,0.333333,64677.8727,37341.7685430591
"360930218004","Schenectady city, NY","12304",1746,8.75,3.97,0.95,139,0.265625,63612.4978,32785.1309423464
"360930218005","","12304",1434,9.45,2.68,0.95,366,0.366337,59255.4223,35864.8063210083
"360930218006","Schenectady city, NY","12304",1054,6.9,4.75,0.32,407,0.88931,61866.5308,58342.1394954403
"360930319001","","12309",2140,11.16,1.28,0.93,411,0.222222,63567.7409,29966.105453669
"360930319002","","12309",1684,9.94,1.85,0.79,733,0.226337,60828.3732,28939.0306253363
"360930319002","","12304",1684,9.94,1.85,0.79,733,0.226337,60828.3732,28939.0306253363
"360930319003","","12304",1563,11.33,1.2,0.87,232,15.083333,62114.4679,241235.61679744
"360930319004","","12309",1447,8.23,4.4,0.54,537,0.345455,64028.0896,37632.7786012029
"360930319004","","12304",1447,8.23,4.4,0.54,537,0.345455,64028.0896,37632.7786012029
"360930320001","","12309",1353,8.74,2.47,0.47,572,0.687327,55051.8983,45640.8791280629
"360930320002","Niskayuna CDP, NY","12309",1692,10.89,2.83,1,162,0.167763,59087.8002,24201.7022543544
"360930320002","Niskayuna CDP, NY","12308",1692,10.89,2.83,1,162,0.167763,59087.8002,24201.7022543544
"360930320003","Niskayuna CDP, NY","12309",2165,10.17,3.2,1,155,0.37037,60324.7579,36712.4601747206
"360930320004","Niskayuna CDP, NY","12309",2091,9.44,3.54,1,251,0.087079,61002.9289,18001.4464785567
"360930320005","Niskayuna CDP, NY","12309",1688,10.03,4.11,1,293,0.128378,60684.8402,21743.3028744144
"360930320006","Niskayuna CDP, NY","12309",1601,10.25,3.76,0.83,257,0.333333,63870.1763,36875.4450422575
"360930321011","","12309",2138,12.1,0.63,0.95,184,33.315385,58788.3911,339323.542978355
"360930321012","","12309",2369,10.88,1.56,0.97,263,0.149051,56835.7347,21942.6423985835
"360930321013","","12309",1601,9.7,1.88,0.79,205,0.654237,61954.3809,50111.7503420745
"360930321014","","12309",1963,9.55,1.84,0.85,408,2.090038,55763.2467,80616.7234448617
"360930321015","","12309",2475,11.02,1.43,0.99,549,0.054913,57188.1865,13401.2068344233
"360930321021","","12309",2072,10.41,1.1,0.86,247,0.371014,67789.1238,41290.9779913408
"360930321022","","12309",2431,10.45,0.87,0.96,239,0.126404,57590.0872,20475.1996287389
"360930322001","Scotia village, NY","12302",1042,8.81,10.75,0.5,320,0.205387,44860.4445,20330.5930894858
"360930322002","Scotia village, NY","12302",1628,10.22,4.05,0.85,452,0.587601,40852.5248,31315.5587774851
"360930322003","Scotia village, NY","12302",1109,8.56,6.43,0.54,133,0.618123,48602.252,38211.4787449796
"360930322004","Scotia village, NY","12302",1224,7.33,6.15,0.89,161,0.146825,47618.6341,18246.3893849422
"360930323001","Scotia village, NY","12302",1200,8.72,6.44,0.67,233,1.15262,48650.4158,52231.1552819628
"360930323002","Scotia village, NY","12302",1141,8.08,6.76,0.58,195,0.123116,46219.8821,16217.5812270115
"360930323003","Scotia village, NY","12302",1459,9.79,6.02,0.87,175,0.021277,43049.2483,6279.43789108015
"360930324021","East Glenville CDP, NY","12008",2022,10.19,1.37,0.96,244,0.135231,46939.3865,17261.3810096894
"360930324021","East Glenville CDP, NY","12302",2022,10.19,1.37,0.96,244,0.135231,46939.3865,17261.3810096894
"360930324022","East Glenville CDP, NY","12302",1931,11.09,1.08,0.71,304,2.14958,42868.4541,62851.3526629004
"360930324022","East Glenville CDP, NY","12008",1931,11.09,1.08,0.71,304,2.14958,42868.4541,62851.3526629004
"360930324023","East Glenville CDP, NY","12302",1003,7.65,2.11,0.23,136,1.404706,47852.8881,56715.3834822323
"360930324031","","12302",1356,11.24,2.55,0.86,234,2.609164,40711.6591,65761.1637523294
"360930324032","","12302",1361,9.93,3.63,0.92,288,0.030476,42723.3978,7458.38447774248
"360930324041","","12302",1643,13.1,0.44,0.92,373,0.26534,31757.5981,16358.7083884733
"360930324042","","12302",1626,10.31,1.64,0.95,539,0.465293,37886.6879,25843.414893219
"360930324043","","12302",1304,8.05,1.84,0.56,699,0.962963,39133.2251,38401.6991842029
"360930325021","East Glenville CDP, NY","12027",1349,9.81,1.57,0.8,437,0.265957,34559.135,17822.4980747457
"360930325021","East Glenville CDP, NY","12302",1349,9.81,1.57,0.8,437,0.265957,34559.135,17822.4980747457
"360930325022","East Glenville CDP, NY","12302",1803,10.55,1.39,0.99,484,1.456808,39554.011,47741.0194767261
"360930325031","","12027",1708,11.63,0.93,1,403,0.46055,35473.5971,24073.7431407791
"360930325031","","12019",1708,11.63,0.93,1,403,0.46055,35473.5971,24073.7431407791
"360930325031","","12302",1708,11.63,0.93,1,403,0.46055,35473.5971,24073.7431407791
"360930325032","","12019",1327,10.02,1.17,0.72,361,0.344595,34749.9167,20398.9706776795
"360930325032","","12302",1327,10.02,1.17,0.72,361,0.344595,34749.9167,20398.9706776795
"360930325033","","12302",1857,10.62,2.12,0.83,226,1.150655,38709.0465,41522.6476602113
"360930325041","","12302",1652,12.69,0.06,0.99,289,0.074359,22387.8922,6104.92000195029
"360930325041","","12010",1652,12.69,0.06,0.99,289,0.074359,22387.8922,6104.92000195029
"360930325042","","12302",1859,12.69,0.14,0.94,344,0.106299,31452.2799,10254.5527003182
"360930326011","","12306",1968,12.84,0.65,0.96,205,0.249169,39670.2269,19802.1200511097
"360930326012","","12306",1642,10.43,1.47,0.79,362,3.193206,45028.5864,80464.0302445209
"360930326021","","12150",1337,10.91,1.14,0.7,422,0.340173,37331.6607,21773.4490781973
"360930326021","","12137",1337,10.91,1.14,0.7,422,0.340173,37331.6607,21773.4490781973
"360930326021","","12306",1337,10.91,1.14,0.7,422,0.340173,37331.6607,21773.4490781973
"360930326022","","12137",2156,14.05,0.08,0.98,200,0.085443,31877.2287,9317.91624670871
"360930326022","","12306",2156,14.05,0.08,0.98,200,0.085443,31877.2287,9317.91624670871
"360930326023","","12306",1408,8.7,1.32,0.48,167,1.739482,47239.7742,62304.2657992735
"360930327001","Rotterdam CDP, NY","12306",1522,9.74,2.59,0.89,150,0.509662,46556.6079,33237.0489961561
"360930327002","Rotterdam CDP, NY","12306",1380,8.84,4.92,0.83,192,0.114943,50508.6334,17124.065567378
"360930327003","Rotterdam CDP, NY","12306",1113,9.59,4.55,0.78,274,0.442125,51666.5807,34354.391240548
"360930327004","Rotterdam CDP, NY","12306",1329,9.51,3.04,0.72,145,3.062284,48088.7833,84152.4029577564
"360930329011","Rotterdam CDP, NY","12304",1460,9.94,2.38,0.9,212,0.352518,68042.8236,40399.2196296548
"360930329011","Rotterdam CDP, NY","12303",1460,9.94,2.38,0.9,212,0.352518,68042.8236,40399.2196296548
"360930329012","Rotterdam CDP, NY","12303",1471,11.4,2.33,0.94,285,0.120408,62450.3213,21670.1715048594
"360930329013","Rotterdam CDP, NY","12303",1566,11.4,2.08,0.95,263,2.36105,67069.7781,103057.46644487
"360930329014","Rotterdam CDP, NY","12303",983,9.74,2.84,0.58,106,0.384298,61120.9074,37889.9345668891
"360930329021","Rotterdam CDP, NY","12304",1225,8.59,2.84,0.81,167,0.316327,58757.1708,33046.7691995332
"360930329021","Rotterdam CDP, NY","12303",1225,8.59,2.84,0.81,167,0.316327,58757.1708,33046.7691995332
"360930329022","Rotterdam CDP, NY","12303",1280,9.97,3.05,0.91,145,0.271676,58624.653,30556.6628434519
"360930329023","Rotterdam CDP, NY","12303",1234,8.72,2.62,0.82,318,0.126733,57773.3488,20567.068744328
"360930329024","Rotterdam CDP, NY","12303",1469,10.27,3.48,0.87,193,0.002646,57238.1804,2944.29105149284
"360930329025","Rotterdam CDP, NY","12303",1384,8.92,2.48,0.82,130,3.294776,55194.7865,100186.915198811
"360930330021","","12306",1737,12.83,0.77,0.93,682,0.131579,43626.5103,15825.0017139143
"360930330031","Rotterdam CDP, NY","12306",1281,7.64,2.88,0.66,367,0.821206,56834.5477,51503.7041971325
"360930330031","Rotterdam CDP, NY","12303",1281,7.64,2.88,0.66,367,0.821206,56834.5477,51503.7041971325
"360930330032","Rotterdam CDP, NY","12306",1699,10.01,2.3,0.95,493,0.030096,51061.9614,8858.3305512408
"360930330041","Rotterdam CDP, NY","12306",1399,9.85,3.99,0.93,118,0.047101,48239.2679,10469.2548539777
"360930330042","Rotterdam CDP, NY","12306",1393,10.33,4.09,0.82,267,0.731377,50344.1872,43054.6420566751
"360930330043","Rotterdam CDP, NY","12306",1493,9,1.06,0.81,102,3.416667,38927.9088,71955.2357874406
"360930330044","Rotterdam CDP, NY","12306",1191,8.21,3.63,0.66,116,0.284281,52091.4261,27774.1108472363
"360930331011","","12137",1666,13.4,0.1,1,154,0.093117,22394.9073,6833.82348439498
"360930331011","","12306",1666,13.4,0.1,1,154,0.093117,22394.9073,6833.82348439498
"360930331012","","12306",1362,12.4,0.19,0.8,419,0.768566,38530.7125,33779.0649865851
"360930331012","","12056",1362,12.4,0.19,0.8,419,0.768566,38530.7125,33779.0649865851
"360930331021","","12137",1956,13.24,0.24,1,275,0.112167,21582.5292,7228.27870219081
"360930331021","Mariaville Lake CDP, NY","12053",1956,13.24,0.24,1,275,0.112167,21582.5292,7228.27870219081
"360930331021","","12056",1956,13.24,0.24,1,275,0.112167,21582.5292,7228.27870219081
"360930331021","","12306",1956,13.24,0.24,1,275,0.112167,21582.5292,7228.27870219081
"360930331022","","12137",1399,13.18,0.06,0.83,265,0.192389,17280.767,7579.71948333483
"360930331022","","12053",1399,13.18,0.06,0.83,265,0.192389,17280.767,7579.71948333483
"360930331022","","12066",1399,13.18,0.06,0.83,265,0.192389,17280.767,7579.71948333483
"360930331023","","12053",1570,12.43,0.23,0.83,291,0.739212,18590.6776,15983.7884748487
"360930331023","","12066",1570,12.43,0.23,0.83,291,0.739212,18590.6776,15983.7884748487
"360930331023","","12157",1570,12.43,0.23,0.83,291,0.739212,18590.6776,15983.7884748487
"360930331024","","12056",1656,13.06,0.38,0.87,215,0.328729,28866.8533,16550.7795644953
"360930331024","","12053",1656,13.06,0.38,0.87,215,0.328729,28866.8533,16550.7795644953
"360930331025","","12056",1827,13.22,0.32,1,336,0.505669,31848.4416,22647.5564814063
"360930331025","","12053",1827,13.22,0.32,1,336,0.505669,31848.4416,22647.5564814063
"360930332001","Schenectady city, NY","12303",1158,9.12,3.62,0.65,190,0.176991,52635.4963,22143.9103110322
"360930332001","Schenectady city, NY","12306",1158,9.12,3.62,0.65,190,0.176991,52635.4963,22143.9103110322
"360930332002","Schenectady city, NY","12306",1078,10.54,5.46,0.56,134,0.735786,52922.7486,45396.0589936665
"360930332003","Schenectady city, NY","12306",1017,7.15,8.94,0.39,113,0.111437,53446.9565,17841.759691243
"360930332004","Schenectady city, NY","12306",1206,8.19,6.33,0.76,169,0.159686,51554.3191,20601.4826321683
"360930333001","Rotterdam CDP, NY","12303",1289,9.61,3.15,0.85,222,1.287698,54654.1593,62019.7810749791
"360930333001","Rotterdam CDP, NY","12306",1289,9.61,3.15,0.85,222,1.287698,54654.1593,62019.7810749791
"360930333002","Rotterdam CDP, NY","12306",1100,8.98,4.91,0.66,207,0.207965,53132.1795,24229.9633031906
"360930334001","Schenectady city, NY","12308",2094,9.55,5.28,0.84,189,24.996154,60220.748,301080.578209482
"360930334002","Schenectady city, NY","12308",1163,6.86,11.57,0.5,214,0.217391,60591.1844,28250.765619431
"360930335001","Schenectady city, NY","12305",343,3.56,16.42,0,33,7.361111,60076.9676,162997.028356183
"360930335002","Schenectady city, NY","12305",961,5.3,15.08,0.33,317,1.111775,56951.9588,60050.5677437271
"360957401001","","12066",1194,11.57,0.21,0.87,114,0.141566,14739.3491,5545.71804889649
"360957401001","","12035",1194,11.57,0.21,0.87,114,0.141566,14739.3491,5545.71804889649
"360957401001","","12160",1194,11.57,0.21,0.87,114,0.141566,14739.3491,5545.71804889649
"360957401001","","12092",1194,11.57,0.21,0.87,114,0.141566,14739.3491,5545.71804889649
"360957401001","","12157",1194,11.57,0.21,0.87,114,0.141566,14739.3491,5545.71804889649
"360957401002","","12157",1561,10.23,1.92,0.62,65,3.577236,13129.519,24832.6239755988
"360957401003","","12066",1075,11.07,0.41,0.72,204,0.291667,17208.5682,9293.69433526687
"360957401003","","12092",1075,11.07,0.41,0.72,204,0.291667,17208.5682,9293.69433526687
"360957401003","Central Bridge CDP, NY","12035",1075,11.07,0.41,0.72,204,0.291667,17208.5682,9293.69433526687
"360957401003","","12157",1075,11.07,0.41,0.72,204,0.291667,17208.5682,9293.69433526687
"360957401004","","12053",1066,10.83,0.5,0.8,129,0.348624,11085.5987,6545.42413920726
"360957401004","","12157",1066,10.83,0.5,0.8,129,0.348624,11085.5987,6545.42413920726
"360957401004","","12066",1066,10.83,0.5,0.8,129,0.348624,11085.5987,6545.42413920726
"360957401005","","12066",1264,11.93,0.67,0.91,139,0.151093,18451.15,7172.08803374411
"360957401005","","12160",1264,11.93,0.67,0.91,139,0.151093,18451.15,7172.08803374411
"360957401005","","12035",1264,11.93,0.67,0.91,139,0.151093,18451.15,7172.08803374411
"360957402001","","12043",1535,12.02,0.37,0.84,139,2.692308,12790.6186,20987.1719067643
"360957402001","","12092",1535,12.02,0.37,0.84,139,2.692308,12790.6186,20987.1719067643
"360957402001","","12157",1535,12.02,0.37,0.84,139,2.692308,12790.6186,20987.1719067643
"360957402001","","12187",1535,12.02,0.37,0.84,139,2.692308,12790.6186,20987.1719067643
"360957402002","","12092",1208,9.61,0.59,0.89,86,1.351906,11292.6941,13130.183988983
"360957402002","","12043",1208,9.61,0.59,0.89,86,1.351906,11292.6941,13130.183988983
"360957402003","","12043",1371,10.13,1.92,0.86,104,0.967456,6695.5957,6585.74381949373
"360957402004","","12043",1134,8.31,3.04,0.4,266,1.300417,10973.5187,12513.7428777326
"360957402005","Cobleskill village, NY","12043",1172,7.56,3.84,0.38,126,1.914729,10755.9081,14883.3515620998
"360957404001","","12066",1233,11.59,0.05,0.87,91,0.150307,6601.9313,2559.53223871729
"360957404001","","12160",1233,11.59,0.05,0.87,91,0.150307,6601.9313,2559.53223871729
"360957404001","","12166",1233,11.59,0.05,0.87,91,0.150307,6601.9313,2559.53223871729
"360957404001","","12031",1233,11.59,0.05,0.87,91,0.150307,6601.9313,2559.53223871729
"360957404001","","13459",1233,11.59,0.05,0.87,91,0.150307,6601.9313,2559.53223871729
"360957404001","","12043",1233,11.59,0.05,0.87,91,0.150307,6601.9313,2559.53223871729
"360957404002","","12160",1187,12.33,0.39,0.74,173,0.066532,9032.7504,2329.88936529222
"360957404002","","12043",1187,12.33,0.39,0.74,173,0.066532,9032.7504,2329.88936529222
"360957404002","","12035",1187,12.33,0.39,0.74,173,0.066532,9032.7504,2329.88936529222
"360957404002","","12092",1187,12.33,0.39,0.74,173,0.066532,9032.7504,2329.88936529222
"360957404002","","13459",1187,12.33,0.39,0.74,173,0.066532,9032.7504,2329.88936529222
"360957404003","","13459",1187,11.82,0.08,0.89,198,0.060729,4621.2871,1138.83554839994
"360957404003","","12043",1187,11.82,0.08,0.89,198,0.060729,4621.2871,1138.83554839994
"360957404003","","12149",1187,11.82,0.08,0.89,198,0.060729,4621.2871,1138.83554839994
"360957404004","","12043",1225,12.26,0.29,0.91,136,0.093822,5830.2031,1785.8131939999
"360957404004","","12149",1225,12.26,0.29,0.91,136,0.093822,5830.2031,1785.8131939999
"360957404005","","13459",927,11.03,0.38,0.54,111,2.96,4529.5885,7792.99872057114
"360957405001","","12149",1190,11.51,0.09,0.92,125,0.054767,3241.4074,758.565514700131
"360957405001","","12175",1190,11.51,0.09,0.92,125,0.054767,3241.4074,758.565514700131
"360957405001","","12064",1190,11.51,0.09,0.92,125,0.054767,3241.4074,758.565514700131
"360957405001","","12036",1190,11.51,0.09,0.92,125,0.054767,3241.4074,758.565514700131
"360957405001","","12093",1190,11.51,0.09,0.92,125,0.054767,3241.4074,758.565514700131
"360957405002","","12043",1317,11.67,0.26,0.85,130,0.091121,6908.5086,2085.42003307755
"360957405002","","12187",1317,11.67,0.26,0.85,130,0.091121,6908.5086,2085.42003307755
"360957405002","","12149",1317,11.67,0.26,0.85,130,0.091121,6908.5086,2085.42003307755
"360957405003","","12043",1191,10.42,0.72,0.73,78,0.539726,4238.7488,3114.04116778986
"360957405003","","12149",1191,10.42,0.72,0.73,78,0.539726,4238.7488,3114.04116778986
"360957405004","Richmondville village, NY","12149",970,9.82,1.89,0.52,59,1.163265,7286.074,7858.37787787855
"360957406001","","12187",1185,11.21,0.15,0.85,114,0.087838,2580.5572,764.812027934055
"360957406001","","12149",1185,11.21,0.15,0.85,114,0.087838,2580.5572,764.812027934055
"360957406001","","12071",1185,11.21,0.15,0.85,114,0.087838,2580.5572,764.812027934055
"360957406001","","12122",1185,11.21,0.15,0.85,114,0.087838,2580.5572,764.812027934055
"360957406002","","12194",1134,10.36,0.06,0.88,98,0.32567,713.4047,407.122254909244
"360957406002","","12175",1134,10.36,0.06,0.88,98,0.32567,713.4047,407.122254909244
"360957406002","","12149",1134,10.36,0.06,0.88,98,0.32567,713.4047,407.122254909244
"360957406002","","12071",1134,10.36,0.06,0.88,98,0.32567,713.4047,407.122254909244
"360957406002","","12093",1134,10.36,0.06,0.88,98,0.32567,713.4047,407.122254909244
"360957406002","","12131",1134,10.36,0.06,0.88,98,0.32567,713.4047,407.122254909244
"360957406002","","12076",1134,10.36,0.06,0.88,98,0.32567,713.4047,407.122254909244
"360957406002","","12167",1134,10.36,0.06,0.88,98,0.32567,713.4047,407.122254909244
"360957406003","","12093",1316,11.81,0.07,0.81,79,0.037594,1778.3028,344.798192770861
"360957406003","","12175",1316,11.81,0.07,0.81,79,0.037594,1778.3028,344.798192770861
"360957406003","","12167",1316,11.81,0.07,0.81,79,0.037594,1778.3028,344.798192770861
"360957406004","","12093",1125,11.59,0.09,0.82,94,0.267296,2376.2384,1228.53133941499
"360957407001","","12053",1608,12.38,0.1,0.93,124,0.094527,14446.169,4441.50984046551
"360957407001","","12157",1608,12.38,0.1,0.93,124,0.094527,14446.169,4441.50984046551
"360957407001","","12023",1608,12.38,0.1,0.93,124,0.094527,14446.169,4441.50984046551
"360957407002","","12157",1136,12.35,0.14,0.91,90,0.047198,9348.9125,2031.06065406514
"360957407002","","12023",1136,12.35,0.14,0.91,90,0.047198,9348.9125,2031.06065406514
"360957407002","","12122",1136,12.35,0.14,0.91,90,0.047198,9348.9125,2031.06065406514
"360957407003","","12157",1587,12,1.18,0.88,140,0.486352,9673.6508,6746.30169900037
"360957407003","","12122",1587,12,1.18,0.88,140,0.486352,9673.6508,6746.30169900037
"360957407003","","12187",1587,12,1.18,0.88,140,0.486352,9673.6508,6746.30169900037
"360957407004","","12122",1260,11.43,0.85,0.8,110,0.533195,5979.1928,4366.01870142204
"360957407005","","12122",1137,10.42,2.95,0.54,172,0.364469,6810.7218,4111.71911065314
"360957407005","","12157",1137,10.42,2.95,0.54,172,0.364469,6810.7218,4111.71911065314
"360957408001","","12122",885,12.66,0.03,0.87,58,0.233607,1197.9904,579.023598409217
"360957408001","","12076",885,12.66,0.03,0.87,58,0.233607,1197.9904,579.023598409217
"360957408001","","12469",885,12.66,0.03,0.87,58,0.233607,1197.9904,579.023598409217
"360957408002","","12076",1218,12.22,0.05,0.93,116,0.009967,1495.2675,149.279826982671
"360957408002","","12167",1218,12.22,0.05,0.93,116,0.009967,1495.2675,149.279826982671
"360957408003","","12122",1456,11.07,0.07,0.89,122,0.184874,4435.0696,1906.94583978654
"360957408003","","12469",1456,11.07,0.07,0.89,122,0.184874,4435.0696,1906.94583978654
"360957408003","","12076",1456,11.07,0.07,0.89,122,0.184874,4435.0696,1906.94583978654
"360957408004","","12076",1107,11.4,0.04,0.95,76,0.828947,1519.8867,1383.80404811086
