"GEOID","population","households","acreage","pct.housing.transpo.typical.income.household","pct.housing.typical.income","housing.cost","pct.transpo.typical.income.household","household.co2","autos.typical.income.household","typical.income.household.mileage","pct.transit.commuters.typical.income.household","typical.income.household.transpo.cost","typical.income.household.auto.ownership.cost","typical.income.household.mileage.cost","typical.income.household.transit.trips","overall.employment.index","employment.mix.index","housing.units.per.acre","walkable.index","gross.household.density","median.monthly.homeowner.cost","median.monthly.rent","pct.single.fam","pct.owner.occupied","pct.renter.occupied","cbsa.total.employ","cbsa.total.workers","pct.working.age","zero.auto","one.auto","two.plus.auto","num.workers.home","low.wage.home","med.wage.home","hi.wage.home","total.employ","retail.jobs","office.jobs","industrial.jobs","service.jobs","entertainment.jobs","education.jobs","healthcare.jobs","public.admin.jobs","job.type.mix","low.wage.work","med.wage.work","hi.wage.work","jobs.per.household","pct.bg.employ.near.transit","jobs.within.45.drive","workers.within.45.drive"
"360910605022",508,250,20192.54,0.58,0.31,1618,0.27,8.71,2.24,25492,0.01,16756,12811,3940,5,3.5,81,0.09,0.4,0.01,1649,950,0.8,0.96,0.04,412385,395114,0.86547,10,405,647,135,38,53,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2870.4116,6411.042
"360830515001",466,176,415.1,0.36,0.18,931,0.18,7.23,1.5,18430,0.03,11473,8571,2848,52,8.9,88,7.64,7.9,0.42,1406,742,0.34,0.28,0.72,412385,395114,0.82117,95,101,32,178,46,76,56,664,6,11,628,2,17,0,0,0,0.170554,75,160,429,3.146919,0.000132528645167,73809.3612,90138.0281
"360910624041",1890,862,6850.82,0.57,0.32,1676,0.25,9.52,2.02,24313,0,15270,11512,3758,0,5,85,0.41,2.1,0.13,1813,1132,0.7,0.8,0.2,412385,395114,0.79064,28,167,547,920,207,259,454,450,52,40,326,25,3,0,4,0,0.521275,82,171,197,0.65312,0,45261.9814,72532.8813
"360910620003",1068,378,7646.68,0.61,0.36,1894,0.25,11.06,2.06,24586,0,15537,11737,3800,0,4.7,84,0.4,1.9,0.05,1981,1552,0.69,0.8,0.2,412385,395114,0.78673,38,121,338,410,78,137,195,193,10,0,162,13,0,0,8,0,0.442911,15,36,142,0.413276,0,25102.4852,43829.0112
"360910609011",1773,691,11538.48,0.57,0.3,1551,0.27,10.68,2.22,25667,0,16620,12653,3967,0,1.9,83,0.85,0.5,0.06,1590,1104,0.92,0.92,0.08,412385,395114,0.73929,27,166,571,867,226,261,380,153,1,7,69,20,35,2,0,19,0.746328,27,70,56,0.216102,0,13982.9486,26661.0507
"360910616003",1101,394,5803.83,0.63,0.36,1852,0.27,12.11,2.25,25828,0,16812,12820,3992,0,3,84,0.1,0.1,0.07,1852,1016,1,0.97,0.03,412385,395114,0.76915,0,104,264,439,94,109,236,132,23,5,45,20,0,0,4,35,0.859023,47,62,23,0.365651,0,27697.5312,49729.8539
"360910626022",5060,1922,7295.91,0.65,0.41,2112,0.24,10.59,2.01,24333,0,15252,11491,3761,0,6.6,86,2.37,1.5,0.26,2112,1449,0.85,0.89,0.11,412385,395114,0.70386,71,341,1546,2095,420,438,1237,648,17,17,124,123,204,7,153,3,0.770081,338,183,127,0.339089,0,45122.7199,72496.2966
"360910625033",1707,549,509.56,0.63,0.4,2060,0.23,10.75,1.92,23601,0,14614,10965,3648,1,6.9,86,1.18,2.4,1.08,2060,1449,0.96,0.93,0.07,412385,395114,0.71517,13,147,334,582,124,137,321,143,8,3,24,41,54,0,12,1,0.776244,56,52,35,0.294845,0,48239.1182,75987.0471
"360910617012",1210,510,3771.79,0.66,0.41,2127,0.26,10.4,2.1,25171,0,15893,12003,3890,0,5.2,84,0.24,0.8,0.14,2127,1449,0.94,0.89,0.11,412385,395114,0.77169,16,64,435,457,101,142,214,226,1,2,79,78,41,1,24,0,0.705167,55,64,107,0.49345,0,40715.3422,67787.0384
"360910627003",1105,634,105.72,0.38,0.18,945,0.2,6.74,1.63,19260,0.02,12316,9321,2977,18,6.5,87,7.46,7.9,6,1091,773,0.32,0.54,0.46,412385,395114,0.7806,29,232,226,479,117,131,231,82,27,1,0,1,46,0,6,1,0.581901,56,19,7,0.177106,0,59014.9948,90719.0028
"360910622001",1358,599,107.33,0.41,0.21,1098,0.2,7.41,1.64,19281,0.01,12350,9362,2980,7,5,84,6.28,8.3,5.58,1573,683,0.24,0.47,0.53,412385,395114,0.79027,210,182,202,473,112,173,188,511,412,18,49,12,20,0,0,0,0.454345,125,154,232,0.919065,0,32184.8303,55994.845
"360910608002",2118,677,9116.08,0.58,0.31,1615,0.27,12.2,2.24,25755,0,16778,12798,3980,0,0.9,84,1.43,0.4,0.07,1651,1050,0.87,0.94,0.06,412385,395114,0.68649,38,166,536,1082,266,366,450,156,24,1,71,21,19,0,20,0,0.819492,34,96,26,0.220651,0,18869.0561,33371.8686
"360910622003",1104,481,137.09,0.35,0.15,778,0.2,7.85,1.65,20201,0.01,12531,9403,3122,5,4.8,85,5.25,8,3.51,889,778,0.3,0.39,0.61,412385,395114,0.76553,23,303,244,599,168,204,227,540,22,23,22,16,36,302,43,76,0.712924,186,172,182,1.034483,0,36725.2271,62242.6228
"360910617011",3718,1272,8810.25,0.54,0.3,1583,0.23,10.76,1.92,23479,0.01,14619,10980,3629,9,4.8,84,0.67,3.1,0.14,1851,964,0.69,0.7,0.3,412385,395114,0.72798,45,385,793,1575,367,465,743,1517,93,48,913,197,68,149,47,2,0.641802,286,608,623,1.299914,0,37003.1302,63390.0156
"360910621001",1812,650,805.13,0.48,0.25,1313,0.23,10.46,1.87,23388,0,14317,10701,3615,1,4.1,83,2.23,4.7,0.81,1475,894,0.66,0.72,0.28,412385,395114,0.75374,36,214,464,728,190,248,290,453,41,2,18,26,0,339,26,1,0.47691,181,118,154,0.691603,0,22775.867,41265.7101
"360910611002",790,363,444.65,0.59,0.35,1824,0.23,9.14,1.94,22835,0.01,14634,11096,3529,8,5.1,87,1.59,2.9,0.82,1824,1209,0.96,0.87,0.13,412385,395114,0.83387,0,72,377,368,100,102,166,249,24,16,27,11,26,114,31,0,0.839483,80,100,69,0.620948,0,32365.5164,50844.8627
"360910618002",1363,610,379.6,0.38,0.2,1016,0.19,6.7,1.53,18678,0.04,11646,8730,2887,29,7.2,85,4.01,8.3,1.61,1770,768,0.3,0.25,0.75,412385,395114,0.83059,91,214,386,688,159,229,300,3622,339,133,235,201,226,577,137,1774,0.779139,632,1543,1447,5.598145,0,36296.5683,60447.8362
"360910606021",1896,696,16551.65,0.57,0.31,1584,0.27,11.26,2.24,25775,0,16769,12784,3983,2,3.5,82,0.22,0.1,0.04,1584,1032,0.91,0.99,0.01,412385,395114,0.76016,0,203,606,653,164,203,286,76,0,13,35,8,9,0,11,0,0.887584,32,31,13,0.119685,0,16603.0317,31600.836
"360910601011",2460,956,9851.57,0.48,0.22,1160,0.25,10.63,2.08,24731,0,15725,11903,3822,0,1.5,84,0.76,2.3,0.1,1224,935,0.69,0.78,0.22,412385,395114,0.75818,7,281,793,1486,351,550,585,250,50,2,84,20,54,0,40,0,0.866889,87,120,43,0.241779,0,19135.5019,34605.4518
"360910609021",1323,525,311.81,0.4,0.19,984,0.21,8.61,1.75,21121,0,13267,10001,3264,2,2.7,83,3.96,7.4,1.68,1196,788,0.48,0.48,0.52,412385,395114,0.76916,58,210,272,568,157,236,175,703,61,8,38,51,50,407,26,62,0.698079,282,192,229,1.464583,0,15723.794,29914.9583
"360910609013",1184,466,8959.56,0.6,0.34,1748,0.27,11.45,2.21,25660,0,16567,12601,3966,0,0.8,85,0.3,1.2,0.05,1830,1388,0.91,0.82,0.18,412385,395114,0.8058,69,214,394,606,150,194,262,221,24,1,186,9,1,0,0,0,0.351312,98,89,34,0.427466,0,20992.9173,36148.1922
"360910619013",3779,1339,6302.35,0.63,0.39,2011,0.24,10.96,1.97,24151,0.01,14960,11224,3733,4,8.1,84,0.67,1.4,0.21,2185,1018,0.89,0.85,0.15,412385,395114,0.72387,19,373,949,1615,391,398,826,1422,12,1193,31,23,104,5,52,2,0.326577,84,516,822,1.099768,0,41495.4252,68214.265
"360910627001",1756,572,1523.14,0.51,0.28,1430,0.23,11.72,1.9,23423,0,14456,10835,3620,1,5.7,86,1.29,3.8,0.38,1611,1058,0.73,0.67,0.33,412385,395114,0.81158,0,252,350,617,141,211,265,2074,8,24,1811,9,4,197,21,0,0.255514,182,346,1546,3.557461,0,49438.6027,78895.0275
"360910625011",2146,772,2113.68,0.6,0.36,1849,0.25,11.03,2.03,24718,0,15396,11576,3820,0,6.5,85,0.94,1.1,0.37,1849,1710,0.95,0.96,0.04,412385,395114,0.73609,0,80,751,1264,288,329,647,856,18,190,326,214,6,0,28,74,0.764593,182,234,440,1.04902,0,42540.3665,68376.1976
"360910615001",1656,714,13415.93,0.53,0.27,1388,0.26,10.49,2.19,25424,0,16425,12495,3929,1,2.8,83,0.2,0.6,0.05,1427,873,0.85,0.93,0.07,412385,395114,0.79457,19,359,913,1006,240,329,437,160,21,3,53,5,36,1,41,0,0.787103,77,54,29,0.206452,0,8192.4926,18540.8688
"360910626021",1649,635,3322.45,0.63,0.38,1957,0.25,10.37,2.07,24872,0,15681,11837,3844,0,5.6,85,0.39,1,0.19,1957,1194,0.89,0.89,0.11,412385,395114,0.76381,11,200,345,806,198,200,408,228,1,101,10,59,6,32,18,1,0.705491,58,87,83,0.423006,0,48723.9366,79430.451
"360910616001",582,292,2022.84,0.6,0.35,1822,0.25,9.47,2.08,24985,0,15736,11875,3861,0,3.7,84,0.55,1.6,0.14,1822,1315,0.9,0.84,0.16,412385,395114,0.79787,26,54,262,391,87,110,194,96,6,1,10,4,71,0,3,1,0.497356,67,20,9,0.282353,0,29190.4885,52476.0356
"360910616002",936,383,919.41,0.57,0.32,1672,0.25,10.15,2.05,24862,0,15537,11694,3842,0,5.1,84,1.12,1,0.42,1672,962,0.97,0.98,0.02,412385,395114,0.78169,0,131,267,506,107,152,247,50,3,0,14,16,0,2,15,0,0.857318,21,21,8,0.128535,0,29258.3858,52029.7758
"360910614011",2460,958,9593.73,0.48,0.25,1283,0.23,9.91,1.92,23464,0.01,14611,10980,3626,4,5,83,0.94,3.6,0.1,1339,985,0.43,0.84,0.16,412385,395114,0.74495,34,427,642,1381,320,583,478,928,15,1,292,599,14,0,5,2,0.42401,53,92,783,0.899225,0,23445.1805,42702.9191
"360910614012",2510,871,5474.47,0.49,0.26,1348,0.23,10.54,1.91,23253,0.01,14520,10919,3594,7,4.9,83,6.83,3.5,0.16,1424,887,0.36,0.86,0.14,412385,395114,0.72471,14,295,563,920,221,370,329,75,2,5,11,8,9,0,40,0,0.774178,31,36,8,0.091019,0,27101.8206,49326.3416
"360910613021",1646,821,1493.91,0.48,0.28,1428,0.2,7.55,1.63,20798,0.03,12569,9332,3214,22,6.6,86,3.65,6.9,0.55,1405,1444,0.31,0.42,0.58,412385,395114,0.83615,71,493,412,1174,290,322,562,877,33,32,342,51,54,0,363,2,0.682202,248,385,244,0.965859,0.0836541117322,30296.0615,49080.9636
"360910613022",2221,831,1944.27,0.6,0.36,1889,0.24,10.23,1.96,23733,0.01,14884,11206,3668,10,5.3,86,1.68,2.4,0.43,1889,1326,0.89,0.8,0.2,412385,395114,0.77017,20,379,371,726,166,238,322,1976,19,28,1534,347,28,0,20,0,0.398385,325,640,1011,2.688435,0,28331.4262,45543.3733
"360910619031",1410,734,1343.51,0.49,0.27,1427,0.21,7.69,1.74,21515,0.01,13242,9907,3325,10,6.5,84,2.97,6.3,0.55,1618,1039,0.42,0.67,0.33,412385,395114,0.78153,44,418,441,773,159,264,350,916,6,7,358,69,124,5,346,1,0.628291,237,253,426,1.100962,0,44105.7671,72029.5706
"360910605011",1745,730,25410.9,0.5,0.24,1253,0.26,9.88,2.15,25326,0.01,16181,12263,3914,4,3.1,81,0.97,1.2,0.03,1348,847,0.82,0.81,0.19,412385,395114,0.78857,26,310,721,980,244,401,335,43,4,0,27,5,0,0,7,0,0,11,18,14,0.053284,0,5838.8506,12006.5891
"360910619032",1727,646,2603.87,0.54,0.3,1548,0.24,11.08,1.98,24139,0,15055,11323,3731,1,5.6,84,1.15,2.3,0.25,1591,1159,0.67,0.9,0.1,412385,395114,0.78085,10,249,401,832,196,239,397,397,32,5,192,89,47,0,32,0,0.781473,99,120,178,0.625197,0,35533.5725,58531.1946
"360910628001",2233,1023,181.02,0.4,0.21,1080,0.19,6.95,1.58,17376,0.05,11735,9010,2685,39,5.8,87,7.97,8.5,5.65,1441,769,0.29,0.46,0.54,412385,395114,0.81557,147,430,476,1031,266,393,372,260,7,15,6,28,41,30,51,82,0.871751,124,100,36,0.271116,0,51945.5872,83572.2592
"360910607013",1840,579,8621.51,0.56,0.31,1586,0.25,12.42,2.1,24937,0,15866,12012,3854,0,3.1,84,0.27,1.6,0.07,1683,1037,0.75,0.85,0.15,412385,395114,0.76499,65,225,500,946,217,309,420,365,9,7,160,65,5,55,64,0,0.763222,70,176,119,0.484085,0,27102.5,45598.4336
"360910607023",1303,516,733.69,0.56,0.32,1681,0.24,10.31,1.96,24254,0,14959,11211,3748,0,6.2,86,1.08,2.1,0.7,1681,1201,0.84,0.91,0.09,412385,395114,0.76643,50,120,423,657,157,169,331,168,91,4,25,22,2,0,24,0,0.726401,33,66,69,0.3,0,29243.091,47148.3386
"360910624034",1741,631,722.53,0.54,0.31,1612,0.23,11.14,1.91,23283,0,14529,10928,3598,3,6.4,85,1.49,2.9,0.87,1612,1132,0.66,0.91,0.09,412385,395114,0.78312,6,250,391,723,172,202,349,200,40,22,11,39,75,10,2,1,0.785369,105,62,33,0.32,0,53435.2484,83459.1443
"360910625062",1098,471,668.09,0.47,0.24,1239,0.23,9.53,1.9,22852,0.01,14364,10827,3532,6,7.5,85,1.38,2.7,0.7,1239,836,0.52,0.99,0.01,412385,395114,0.76022,0,154,363,649,148,158,343,5,0,0,3,2,0,0,0,0,0,1,1,3,0.009804,0,38500.7408,60251.7842
"360910617023",1523,603,1187.47,0.49,0.26,1355,0.23,9.88,1.89,23173,0.02,14388,10793,3581,13,6.4,84,0.89,3.1,0.51,1544,672,0.8,0.78,0.22,412385,395114,0.74334,8,124,442,816,200,229,387,652,114,15,57,66,12,308,79,1,0.7358,180,227,245,1.185455,0,39613.9784,67131.7046
"360930321011",725,227,1780.99,0.68,0.44,2264,0.25,11.93,2.05,24401,0,15461,11690,3771,0,7.8,87,0.63,1.1,0.13,2264,1449,1,0.94,0.06,412385,395114,0.73994,0,58,216,290,57,49,184,8662,9,73,3066,4857,98,187,285,87,0.496023,215,557,7890,33.315385,0,58788.3911,83378.7165
"360910604002",1435,568,322.48,0.42,0.2,1049,0.22,9.11,1.79,21920,0.01,13621,10229,3388,4,4.1,82,2.98,6.3,1.76,1196,790,0.6,0.64,0.36,412385,395114,0.7346,30,194,392,684,201,259,224,656,39,45,9,19,48,375,36,85,0.696406,213,233,210,1.20367,0,11683.4804,23763.4902
"360930335002",1645,1022,106.58,0.33,0.17,867,0.16,4.69,1.29,14629,0.15,9854,7392,2261,196,8.6,88,15.08,9.1,9.59,1223,750,0.06,0.25,0.75,412385,395114,0.93153,346,576,404,871,221,333,317,1303,15,33,25,337,201,449,117,126,0.802085,590,335,378,1.111775,0.414248200736,56951.9588,88036.1897
"360930326022",612,256,9422.17,0.62,0.35,1797,0.27,11.35,2.26,25791,0,16902,12916,3986,0,5.1,84,0.08,0.1,0.03,1797,1250,1,0.94,0.06,412385,395114,0.81273,0,91,236,494,123,171,200,27,0,2,8,5,9,0,3,0,0,18,5,4,0.085443,0,31877.2287,51171.697
"360930324041",1409,515,3342.51,0.57,0.31,1615,0.26,11.54,2.13,25090,0,16036,12158,3878,0,5.7,84,0.44,0.2,0.15,1615,985,0.94,0.93,0.07,412385,395114,0.8081,0,244,386,724,167,184,373,160,7,2,114,4,4,10,19,0,0.536487,26,39,95,0.26534,0,31757.5981,54447.4476
"360930324042",2669,770,1204.12,0.57,0.33,1735,0.24,10.8,1.95,23037,0.01,14681,11106,3560,14,6.9,86,1.64,1.7,0.64,1735,998,0.93,0.91,0.09,412385,395114,0.78547,51,263,627,1102,279,284,539,429,38,0,153,50,1,168,18,1,0.699604,99,190,140,0.465293,0,37886.6879,63156.8803
"360930322002",1915,613,312.44,0.54,0.33,1701,0.22,10.24,1.78,21179,0.04,13503,10177,3273,52,7.1,87,4.05,4.7,1.96,1816,1261,0.75,0.79,0.21,412385,395114,0.7607,19,201,562,1007,231,324,452,436,0,0,53,3,6,0,374,0,0.346956,90,213,133,0.587601,0,40852.5248,67849.2334
"360930326023",1275,619,1264.62,0.45,0.26,1344,0.19,7.43,1.59,18561,0.04,12027,9102,2869,55,6.6,87,1.32,7.4,0.49,1675,1135,0.33,0.39,0.61,412385,395114,0.85964,84,294,377,397,85,145,167,1075,580,48,239,60,123,0,21,4,0.674662,509,300,266,1.739482,0,47239.7742,76474.1564
"360930325041",800,343,10281.23,0.62,0.35,1818,0.27,10.58,2.24,25805,0,16759,12771,3988,1,4.6,82,0.06,0.1,0.03,1818,1128,0.99,0.98,0.02,412385,395114,0.82618,0,105,306,573,127,157,289,29,17,1,10,1,0,0,0,0,0,10,13,6,0.074359,0,22387.8922,39177.1588
"360930323001",1103,412,90.29,0.43,0.23,1197,0.2,8.49,1.63,19328,0.05,12369,9309,2987,72,7.4,88,6.44,7.1,4.56,1465,784,0.51,0.61,0.39,412385,395114,0.79954,21,227,214,549,126,190,233,506,51,143,56,8,189,0,58,1,0.78422,217,216,73,1.15262,0,48650.4158,78606.33
"360930324021",709,272,361.8,0.63,0.39,2010,0.24,9.7,1.97,24281,0,15000,11248,3753,0,6.9,85,1.37,1.5,0.75,2010,1104,0.98,0.97,0.03,412385,395114,0.73756,50,64,183,492,114,134,244,38,1,0,18,8,0,0,11,0,0,9,16,13,0.135231,0,46939.3865,76784.7245
"360930326011",808,255,999.53,0.6,0.35,1837,0.25,11.64,2.04,24023,0,15358,11644,3713,1,6.5,85,0.65,0.9,0.26,1837,1214,0.96,0.98,0.02,412385,395114,0.721,10,47,253,418,99,114,205,75,16,10,18,10,21,0,0,0,0.972901,40,17,18,0.249169,0,39670.2269,61196.7273
"360930208003",1266,359,152.36,0.39,0.22,1125,0.17,6.93,1.4,16121,0.12,10668,8018,2491,155,8.8,89,7.36,8.2,2.36,1540,944,0.14,0.3,0.7,412385,395114,0.64372,52,285,111,337,101,169,67,180,32,0,9,125,12,1,1,0,0.529261,43,44,93,0.485175,0,61484.2927,95098.5258
"360930325032",1382,538,1198.9,0.5,0.27,1391,0.23,9.8,1.92,23417,0.01,14587,10948,3619,19,6.6,84,1.17,2.4,0.45,1587,594,0.81,0.8,0.2,412385,395114,0.7774,58,224,328,743,202,180,361,204,17,10,10,129,0,17,16,5,0.663007,131,50,23,0.344595,0,34749.9167,60293.7717
"360930202001",836,314,249.69,0.38,0.19,975,0.19,8.23,1.55,18703,0.04,11768,8821,2890,55,8.3,88,7.27,7.9,1.26,1194,784,0.29,0.46,0.54,412385,395114,0.72632,55,160,229,377,125,157,95,589,21,273,178,76,17,4,19,1,0.65352,126,176,287,1.525907,0,55541.7342,86582.1289
"360930325042",1364,483,6027.85,0.58,0.32,1677,0.26,11.68,2.16,25500,0,16247,12306,3941,0,5.1,83,0.14,0.3,0.08,1677,873,0.97,0.9,0.1,412385,395114,0.76378,0,102,420,695,144,207,344,54,0,0,26,2,0,0,26,0,0.751753,10,32,12,0.106299,0,31452.2799,54665.2406
"360930324043",2695,1247,767.74,0.44,0.24,1238,0.2,7.75,1.67,20442,0.03,12715,9520,3159,35,7.5,86,1.84,6.4,1.62,1440,1016,0.49,0.52,0.48,412385,395114,0.82556,46,498,725,1401,335,367,699,1170,88,313,135,32,77,487,37,1,0.747375,282,447,441,0.962963,0,39133.2251,65964.9908
"360957407001",1037,388,11071.53,0.57,0.31,1587,0.26,11.11,2.15,25323,0,16205,12285,3914,5,4.2,82,0.1,0.9,0.04,1664,1025,0.85,0.88,0.12,412385,395114,0.78564,10,79,350,328,79,125,124,38,0,0,29,8,0,0,1,0,0,16,18,4,0.094527,0,14446.169,25518.7372
"360930331011",597,192,6472.67,0.58,0.32,1647,0.26,12.01,2.19,25471,0,16435,12497,3936,2,4.7,82,0.1,0.5,0.03,1647,950,0.91,0.93,0.07,412385,395114,0.8208,5,71,190,313,65,94,154,23,0,6,15,2,0,0,0,0,0,5,11,7,0.093117,0,22394.9073,37643.131
"360957404002",1260,458,12825.13,0.5,0.25,1294,0.25,11.01,2.07,24724,0.01,15661,11830,3821,9,3.4,82,0.39,2.2,0.04,1432,830,0.7,0.77,0.23,412385,395114,0.77494,36,42,468,511,132,206,173,33,4,0,24,0,0,0,5,0,0,10,18,5,0.066532,0,9032.7504,16543.5813
"360957404001",733,279,14200.48,0.48,0.22,1164,0.25,10.63,2.1,24913,0.01,15870,12009,3850,10,3.5,81,0.05,1.8,0.02,1280,783,0.71,0.77,0.23,412385,395114,0.74711,6,103,273,273,68,114,91,49,21,2,17,5,4,0,0,0,0,10,23,16,0.150307,0,6601.9313,13651.5545
"360957406003",659,287,12514.09,0.53,0.26,1347,0.27,10.09,2.23,25658,0,16691,12721,3965,4,2.6,82,0.07,0.6,0.02,1347,769,0.89,0.87,0.13,412385,395114,0.80472,0,133,290,257,70,108,79,10,0,0,0,6,0,0,0,4,0,1,9,0,0.037594,0,1778.3028,5331.3821
"360830522033",409,168,1388.28,0.57,0.31,1594,0.26,9.49,2.14,25390,0,16138,12214,3924,0,5.1,83,0.5,0.4,0.12,1594,1107,1,1,0,412385,395114,0.82296,0,130,206,297,80,64,153,125,11,5,96,7,6,0,0,0,0.529705,28,35,62,0.468165,0,30110.9403,46398.505
"360930214002",383,129,35.22,0.34,0.16,824,0.18,7.71,1.49,17358,0.06,11281,8515,2683,81,8.3,88,8.09,8.5,3.66,814,831,0.22,0.42,0.58,412385,395114,0.71048,83,162,78,261,89,88,84,21,9,0,12,0,0,0,0,0,0,8,11,2,0.077206,0,57054.4105,91173.0779
"360930218002",865,243,85.88,0.45,0.23,1200,0.22,10.65,1.77,20800,0.05,13409,10128,3215,65,7.8,87,2.82,4.1,2.83,1297,785,0.91,0.81,0.19,412385,395114,0.79573,40,27,180,217,55,76,86,35,1,4,1,22,7,0,0,0,0,15,13,7,0.152174,0,63529.1535,94168.7431
"360930218003",409,172,68.25,0.47,0.25,1294,0.22,8.94,1.79,20538,0.06,13492,10242,3174,74,7.8,87,3.79,2.8,2.52,1294,986,1,1,0,412385,395114,0.83363,17,12,215,248,60,97,91,80,16,1,4,0,50,0,8,1,0.616844,52,24,4,0.333333,0,64677.8727,94767.6886
"360930212003",851,338,93.37,0.44,0.23,1191,0.21,8.74,1.74,20522,0.03,13149,9936,3172,40,7.4,87,5.36,5.5,3.62,1246,938,0.61,0.82,0.18,412385,395114,0.81081,70,109,217,381,88,171,122,5,0,3,0,0,2,0,0,0,0,2,1,2,0.013228,0,48918.8756,80181.5855
"360930320004",988,383,102.64,0.6,0.38,1989,0.22,9.68,1.81,21346,0.04,13696,10347,3299,49,8.3,88,3.54,2.5,3.73,1989,1444,1,1,0,412385,395114,0.72549,0,100,261,470,108,111,251,31,2,0,3,26,0,0,0,0,0,15,11,5,0.087079,0,61002.9289,93067.7712
"360930217002",461,174,36.02,0.36,0.17,890,0.18,6.71,1.52,17275,0.09,11476,8684,2670,120,8.4,87,7.74,7.9,4.83,877,905,0.39,0.52,0.48,412385,395114,0.71676,43,102,159,226,79,96,51,9,5,0,0,0,4,0,0,0,0,5,4,0,0.033457,0,64796.9002,98668.3523
"360010148022",659,221,15998.7,0.6,0.32,1676,0.27,11.22,2.27,25742,0,16961,12976,3978,6,4.3,81,0.13,0.1,0.01,1676,737,0.89,0.95,0.05,412385,395114,0.78823,11,129,288,258,78,74,106,52,0,4,29,11,4,0,4,0,0.774287,17,16,19,0.185053,0,7129.1048,12581.0599
"360010018015",2178,1143,1377.68,0.46,0.27,1383,0.2,6.96,1.61,19834,0.04,12326,9194,3065,65,9.4,86,2.15,5.5,0.83,1808,742,0.5,0.6,0.4,412385,395114,0.88105,113,475,532,941,214,262,465,460,1,27,23,43,42,97,227,0,0.743293,204,175,81,0.429907,0,65383.6438,83729.5994
"360010142035",1470,729,1891.59,0.55,0.34,1772,0.21,8.26,1.74,21563,0.02,13285,9922,3333,30,8.1,85,3.01,4.9,0.39,2066,1283,0.55,0.62,0.38,412385,395114,0.79138,46,378,359,662,131,123,408,568,7,29,30,231,0,234,33,4,0.664397,247,146,175,0.768606,0,57404.3621,76938.2024
"360930210022",778,259,43.4,0.33,0.15,791,0.17,6.49,1.43,16527,0.1,10844,8158,2554,128,8.6,89,7.42,8.5,5.97,780,791,0.11,0.49,0.51,412385,395114,0.61965,172,126,81,226,85,96,45,6,4,0,1,0,0,0,1,0,0,4,1,1,0.019672,0,60391.6373,94296.6309
"360930209002",1405,336,51.44,0.33,0.18,910,0.16,6.14,1.3,14398,0.13,9851,7446,2225,175,8.8,88,8.64,9.2,6.53,1158,850,0.03,0.19,0.81,412385,395114,0.65594,78,188,146,377,108,176,93,321,19,4,8,82,0,0,206,2,0.546336,104,136,81,0.93314,0,62863.2426,97947.0095
"360930329021",836,303,131.59,0.44,0.23,1177,0.22,8.24,1.79,20613,0.04,13471,10236,3186,48,7.6,88,2.84,4.4,2.3,1177,834,0.85,0.85,0.15,412385,395114,0.81322,12,146,151,360,76,117,167,93,8,0,70,15,0,0,0,0,0.654597,24,43,26,0.316327,0,58757.1708,91226.6635
"360930322003",461,222,53.06,0.48,0.28,1429,0.2,7.75,1.66,19377,0.05,12514,9452,2995,66,7.4,88,6.43,6.7,4.18,1617,1083,0.64,0.65,0.35,412385,395114,0.75518,41,113,173,308,61,114,133,191,45,1,2,16,8,0,44,75,0.751167,44,62,85,0.618123,0,48602.252,79095.2587
"360930207003",1024,366,34.27,0.37,0.19,963,0.18,7.17,1.51,17042,0.08,11359,8621,2634,103,8.6,88,9.84,7.9,10.68,1195,963,0.44,0.47,0.53,412385,395114,0.69383,42,128,184,277,86,124,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62281.3818,96922.61
"360930203002",840,125,29.06,0.29,0.13,654,0.16,5.93,1.34,15576,0.12,10199,7631,2407,157,8.8,88,8.87,9,4.3,921,654,0.09,0.26,0.74,412385,395114,0.85634,64,94,127,433,116,190,127,220,22,0,1,43,1,108,45,0,0.710053,99,85,36,0.866142,0,59208.9566,91272.4383
"360930209003",502,226,40.37,0.36,0.18,946,0.18,4.24,1.45,16702,0.09,10971,8268,2581,119,8.7,88,9.02,8.4,5.6,1042,862,0.17,0.47,0.53,412385,395114,0.70261,66,86,147,255,85,124,46,3,0,0,2,1,0,0,0,0,0,0,3,0,0.012658,0,63521.82,99340.7209
"360930210011",960,352,108.27,0.27,0.12,637,0.15,3.09,1.23,13063,0.17,9273,7032,2019,217,8.7,89,9.36,9.5,3.25,1159,637,0.01,0.04,0.96,412385,395114,0.93671,180,214,61,344,123,131,90,5011,79,1353,102,578,361,8,654,1876,0.760164,797,1537,2677,15.002994,0.4266204797,60655.6889,92554.6204
"360010137073",1206,418,263.26,0.55,0.33,1718,0.22,10.29,1.84,22020,0,13927,10519,3403,4,8.7,88,2.49,2.3,1.59,1718,1315,1,0.97,0.03,412385,395114,0.80992,11,92,397,582,138,151,293,255,0,3,10,2,0,1,238,1,0.181471,207,26,22,0.511022,0,81755.979,103038.9073
"360010146143",1575,817,152.07,0.4,0.23,1177,0.18,6.91,1.44,17303,0.04,10945,8214,2674,56,8,87,8.87,8.9,5.37,1701,1177,0.14,0.12,0.88,412385,395114,0.80038,33,522,292,605,138,129,338,1620,31,43,0,50,66,1412,13,5,0.301201,429,478,713,2.103896,0,66678.4908,84962.6602
